Year,Month,Region,Region_UNSD,Location,Coordinates,Cause,Route,Source,Quality,Dead,Missing,Total,Females,Males,Children,Survivors
2018,November,Central America,Central America,"KM 122 highway between Mexicali and Tijuana, near La Rumorosa, Tecate, Baja California, Mexico (in caravan)","32.51119784, -116.0802256",Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"La Jornada, La Verdad",3,1,0,1,0,1,1,0
2018,November,North America,Northern America,"Brooks County, Texas, USA","27.08845474, -98.22404448",Mixed or unknown,US-Mexico border crossing,Breitbart,1,2,0,2,0,0,0,0
2018,November,Central America,Central America,"Hospital General de Tijuana, Baja California, Mexico (in caravan)","32.5255301, -117.0095886",Sickness / lack of access to adequate healthcare,US-Mexico border crossing,Debate,1,1,0,1,0,1,1,0
2018,November,Central America,Central America,"Hospital General de Tijuana, Baja California, Mexico (in caravan)","32.5255301, -117.0095886",Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,Uniradio,1,1,0,1,0,1,0,0
2018,November,Central America,Central America,"Temporary migrant shelter in Villa Verde, Mexicali, Baja California, Mexico (in caravan)","32.604487, -115.379027",Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"La Crónica, UniMexicali",3,1,0,1,0,1,0,0
2018,November,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, between Morocco and Spain","36.12548285, -3.019234608",Drowning,Western Mediterranean,"Salvamento Marítimo, Caminando Fronteras",5,1,13,14,42,0,0,0
2018,November,Mediterranean,Uncategorized,"Off the coast of Oued El Agueb, near Annaba, Algeria","37.101562, 7.867572",Drowning,Central Mediterranean,El Watan,1,0,7,7,11,7,0,0
2018,November,Western Asia,Western Asia,"Akseki-Manavgat highway, near Antalya, Turkey","36.83739766, 31.76585416",Vehicle accident / death linked to hazardous transport,Unknown,Hurriyet,1,1,0,1,26,1,0,0
2018,November,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, between Morocco and Spain","35.94335598, -2.447945545",Drowning,Western Mediterranean,"Salvamento Marítimo, Cruz Roja Almería",5,0,1,1,13,0,0,0
2018,November,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","35.332202, -2.74651",Drowning,Western Mediterranean,"El País, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador",4,20,9,29,39,27,0,0
2018,November,Western Africa,Western Africa,"Unspecified location, Niger","21.679461, 11.892967",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,0,0,0
2018,November,Northern Africa,Northern Africa,"Sabha, Libya","27.064983, 14.480704",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,November,Western Africa,Western Africa,"Dirkou, Niger","19.013463, 13.071527",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,November,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","23.766104, 13.140142",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,1,0,0
2018,November,Northern Africa,Northern Africa,"Kufra, Libya","22.556013, 23.988284","Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,1,0,0
2018,November,Northern Africa,Northern Africa,"Zuwara, Libya","32.90977, 12.093463",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,2,0,0,0
2018,November,Central America,Central America,"Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","28.75604838, -100.5306054",Drowning,US-Mexico border crossing,"Posta, Zócalo",3,1,0,1,0,1,0,0
2018,November,Central America,Central America,"IMSS Hospital in Meoqui, Chihuaha, Mexico","28.267376, -105.477996",Sickness / lack of access to adequate healthcare,Unknown,"El Diario de Chihuaha, El Heraldo de Chihuahua",3,1,0,1,0,1,1,0
2018,November,Europe,Southern Europe,"Train tracks near Fylakas, between Alexandroupolis and Komotini, Greece, at the border with Turkey","41.051762, 25.4757",Vehicle accident / death linked to hazardous transport,Turkey-Europe land route,"IOM Greece, Ekathimerini, AFP",4,4,0,4,0,4,0,0
2018,November,Europe,Southern Europe,"Reka river, Ilirska Bistrica district, Slovenia","45.565971, 14.234048",Drowning,Western Balkans,"Ministry of Internal Affairs Slovenia, Sta",5,0,1,1,0,1,0,5
2018,November,Europe,Southern Europe,"Egnatia Odos highway, near Kavala, Greece","40.954982, 24.386152",Vehicle accident / death linked to hazardous transport,Turkey-Europe land route,"IOM Greece, Ethnos, Ekathimerini",4,1,0,1,0,0,0,8
2018,November,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, between Morocco and Spain","36.150154, -3.405538",Drowning,Western Mediterranean,Salvamento Marítimo,5,3,0,3,90,0,0,0
2018,November,Central America,Central America,"Train tracks near Colonia Las Amapolas, Hermosillo, Sonora, Mexico","29.09715, -110.919818",Vehicle accident / death linked to hazardous transport,Unknown,El Imparcial,1,1,0,1,0,1,0,0
2018,November,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, between Nador, Morocco and Málaga, Spain","35.944056, -4.296153",Mixed or unknown,Western Mediterranean,"Salvamento Marítimo, Caminando Fronteras",0,1,0,1,56,0,0,0
2018,November,Central America,Central America,"Río Bravo, body recovered near Calle Hidalgo and Boulevard Colosio, Nuevo Laredo, Tamaulipas, Mexico","27.499653, -99.50531",Drowning,US-Mexico border crossing,"Expreso, El Mañana de Nuevo Laredo",3,1,0,1,0,1,0,0
2018,November,North America,Northern America,"I-8 east of Crestwood Rd, Live Oak Springs, San Diego County, California, USA","32.70505562, -116.3577617",Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,San Diego County Medical Examiner,5,2,0,2,0,1,0,0
2018,November,North America,Northern America,"I-8 in southeastern San Diego county, US, less than 10 miles from Mexico border","32.662275, -116.223979",Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"US Border Patrol, CAL FIRE San Diego Public Affairs Bureau",5,3,0,3,8,0,0,0
2018,November,North America,Northern America,"Ranch located 50 miles from the Texas-Mexico border, near Freer, Duval County, Texas, USA","27.778512, -98.724081",Mixed or unknown,US-Mexico border crossing,Líderweb,1,1,0,1,0,0,0,0
2018,November,Central America,Central America,"Near temporary migrant shelter El Barretal, Tijuana, Mexico (in caravan)","32.534377, -117.066199",Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"El Tiempo Latino, El Mundo",3,1,0,1,1,1,0,0
2018,November,Mediterranean,Uncategorized,"Body recovered on beach near Oued El Agueb, Annaba, Algeria","37.595408, 7.867908",Drowning,Central Mediterranean,El Watan,1,1,0,1,0,1,0,0
2018,November,South-eastern Asia,South-eastern Asia,"Prachuap Khiri Khan, Thailand","11.788676, 99.791487",Vehicle accident / death linked to hazardous transport,Unknown,The Nation,3,2,0,2,14,0,0,0
2018,November,Europe,Southern Europe,"Dobra river, between Lipa and Protulipa villages, southwest of Karlovac, Croatia ","45.408498, 15.391822",Drowning,Western Balkans,"Police Administration Karlovac County via IOM Croatia, Croatian National Radio Television (HRT), KaPortal.hr, Radio Mrežnica, Cropix",5,1,0,1,0,1,0,0
2018,November,South-eastern Asia,South-eastern Asia,"Koh Lak subdistrict, Muang district, Prachuap Khiri Khan province, Thailand","11.7941667, 99.8152778",Vehicle accident / death linked to hazardous transport,Unknown,"Matichon Online, Channel 3 Thailand, SamnakkhaoThai, Thailand Anti Trafficking In Persons",5,2,0,2,0,0,0,9
2018,December,North America,Northern America,"Hinkle Ranch, Brewster County, Texas, USA","29.60816059, -102.8835701",Sickness / lack of access to adequate healthcare,US-Mexico border crossing,Brewster County Sheriff's Office,5,1,0,1,0,0,0,0
2018,December,Europe,Southern Europe,"Near Adasevci, Serbia, 15km from the Croatian border","45.08165567, 19.19653095","Harsh environmental conditions / lack of adequate shelter, food, water",Western Balkans,UNHCR,4,1,0,1,0,1,0,0
2018,December,North America,Northern America,"Ranch near Falfurrias, Brooks County, Texas, USA","27.122955, -98.0936",Mixed or unknown,US-Mexico border crossing,US Border Patrol,5,1,0,1,0,0,0,0
2018,December,North America,Northern America,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)","31.9188, -112.92636",Mixed or unknown,US-Mexico border crossing,Pima County Office of the Medical Examiner (PCOME),5,1,0,1,0,0,0,0
2018,December,Northern Africa,Northern Africa,"Bani Walid, Libya","31.97037405, 14.02574984",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,1,0,0,0
2018,December,Northern Africa,Northern Africa,"Ajdabiya, Libya","31.82154918, 20.26718585",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,December,Northern Africa,Northern Africa,"Unspecified location in the Sahara desert, Libya","22.255737, 23.527344",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,December,Western Africa,Western Africa,Northern Niger,"23.082234, 12.70931",Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,0,0,0,0
2018,December,Mediterranean,Uncategorized,"Off the coast of Arzew, wilaya of Oran, Algeria","36.20641, -0.440445",Drowning,Western Mediterranean,"Algérie Presse Service, Algérie 360",3,2,0,2,32,2,0,0
2018,December,North America,Northern America,"Río Bravo, near Brownsville, Cameron County, Texas, USA","25.886732, -97.518249",Drowning,US-Mexico border crossing,US Border Patrol,5,1,0,1,0,0,0,0
2018,December,North America,Northern America,"Río Bravo, near Mission, Hidalgo County, Texas, USA","26.16075, -98.349042",Drowning,US-Mexico border crossing,US Border Patrol,5,1,0,1,0,0,0,0
2018,December,Western Asia,Western Asia,"Serem, Edirne province, Turkey","41.306959, 26.519596","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,Hurriyet Daily Times,4,1,0,1,0,1,0,0
2018,December,Central America,Central America,"Río Bravo, near Ejido Los Cavazos, Reynosa, Tamaulipas, Mexico","26.150512, -98.33858",Drowning,US-Mexico border crossing,"Hoy Tamaulipas, La Tarde",3,1,0,1,0,1,0,0
2018,December,Western Africa,Western Africa,"Koupela, Burkina Faso","12.194573, -0.356249",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,December,Western Africa,Western Africa,"Tanguieta, Benin","10.62434, 1.254769",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,1,0,0
2018,December,Western Africa,Western Africa,"Ségou, Mali","13.410796, -6.247758",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,1,0,0
2018,December,Mediterranean,Uncategorized,"Off the coast of Misrata, Libya (departed from Sabratah, Libya)","32.835794, 15.372368",Drowning,Central Mediterranean,IOM Libya,4,12,3,15,10,0,0,0
2018,December,Mediterranean,Uncategorized,"Off the coast of Azzefoun, wilaya of Tizi Ouzou, Algeria","36.993449, 4.395623",Drowning,Western Mediterranean,"IOM Algeria, El Watan, Alg24, Liberté Algérie",3,3,3,6,5,2,0,0
2018,December,Western Asia,Western Asia,"Adasarhanlı, Edirne province, Turkey","41.090092, 26.347378","Harsh environmental conditions / lack of adequate shelter, food, water",Turkey-Europe land route,Daily Sabah,3,1,0,1,0,1,0,0
2018,December,North America,Northern America,"Irrigation Canal,  2 miles west of the Gran Plaza Outlets near Calexico, Imperial County, California, USA","32.65921362, -115.5774445",Drowning,US-Mexico border crossing,"Imperial County Coroner's Office, US Border Patrol",5,1,0,1,2,1,0,0
2018,December,Northern Africa,Northern Africa,"Sabha, Libya","27.029796, 14.505565",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,December,Western Africa,Western Africa,"Koro, Mali","14.084226, -3.08248",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,0,1,0,0
2018,December,Western Africa,Western Africa,"Near Abidjan, Côte d'Ivoire","5.422953, -4.084726",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,2,0,2,2,1,0,0
2018,December,Western Africa,Western Africa,"Daloa, Côte d'Ivoire","6.936205, -6.476191",Sickness / lack of access to adequate healthcare,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2018,December,Western Africa,Western Africa,"Hombori, Mali","15.288737, -1.697259",Violence,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,December,Caribbean,Caribbean,"Mona Passage, off the coast of Isla Saona, Dominican Republic","17.962065, -68.2915",Drowning,Dominican Republic to Puerto Rico,US Coast Guard,5,0,7,7,21,0,0,0
2018,December,Mediterranean,Uncategorized,"Body recovered 28 miles off Ceuta, Spain","35.948083, -5.277967",Drowning,Western Mediterranean,Ceuta Actualidad,1,1,0,1,0,1,0,0
2018,December,North America,Northern America,"Río Bravo, south of Laredo, Webb County, Texas, USA","27.427587, -99.491763",Drowning,US-Mexico border crossing,"News 4 San Antonio, La Jornada",3,1,0,1,0,0,0,0
2018,December,Western Africa,Western Africa,"Abobo, near Abidjan, Côte d'Ivoire","5.451341, -4.041236",Mixed or unknown,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,December,Western Africa,Western Africa,"Conakry, Guinea","9.702537, -13.553884",Vehicle accident / death linked to hazardous transport,Unknown,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,1,0,0
2018,December,Central America,Central America,"Río Bravo, near Ejido Miguel Alemán, Nuevo Laredo, Tamaulipas, Mexico","27.629882, -99.626826",Drowning,US-Mexico border crossing,"Vox Pópuli, El Diario de Ciudad Victoria",3,1,0,1,0,1,0,0
2018,December,Central America,Central America,"Río Bravo, near Ejido Santo Domingo, Guerrero, Coahuila, Mexico","28.337657, -100.308865",Drowning,US-Mexico border crossing,"Zócalo, El Siglo",3,1,0,1,0,0,0,0
2018,December,Central America,Central America,"In truck near Juan Rodríguez Clara, Veracruz, Mexico","17.997026, -95.385768",Violence,Unknown,"AFP, Soy502, Movimiento Migrante Mesoamericano",3,1,0,1,1,0,0,3
2018,December,North America,Northern America,"Died in hospital in El Paso, Texas, after crossing border near Antelope Wells, Hidalgo County, New Mexico, USA","31.770748, -106.499407",Sickness / lack of access to adequate healthcare,US-Mexico border crossing,"The Guardian, USA Today",1,1,0,1,0,0,0,0
2018,December,North America,Northern America,"2800 Bentsen Palm, Hidalgo County, Texas, USA","26.18245506, -98.37982216",Mixed or unknown,US-Mexico border crossing,Hidalgo County Sheriff's Office,5,1,0,1,0,1,0,0
2018,December,Western Africa,Western Africa,"Zinder, Niger","13.834611, 8.969554",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,December,North America,Northern America,"New River, Calexico, Imperial County, California, USA","32.66548452, -115.502037",Drowning,US-Mexico border crossing,Imperial County Coroner's Office,5,1,0,1,0,1,0,0
2018,December,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","27.228859, 13.308322",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,3,0,3,1,0,0,0
2018,December,Northern Africa,Northern Africa,"Unspecified location in the Sahara Desert, Libya","27.025169, 13.831541",Mixed or unknown,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,1,0,0
2018,December,Western Africa,Western Africa,"Agadez, Niger","16.950751, 7.971896",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,1,0,0,0
2018,December,Western Africa,Western Africa,"Agadez, Niger","16.971438, 7.979879",Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Mixed Migration Monitoring Mechanism Initiative (4Mi),2,1,0,1,0,0,0,0
2018,December,Mediterranean,Uncategorized,"Unspecified location in the Alboran Sea, between Morocco and Spain","35.55536, -3.233348",Drowning,Western Mediterranean,Caminando Fronteras,4,2,0,2,49,0,0,0
